"endTime","artistName","trackName","minutesPlayed"
2021-08-13 11:10:00,"Eminem","KAMIKAZE",0.01
2021-08-13 11:11:00,"Trap Beckham","TWERK CONTEST",0.31
2021-08-13 11:11:00,"Jessie J","PRICE TAG",0.12
2021-08-13 11:14:00,"B.o.B","MAGIC (FEAT. RIVERS CUOMO)",3.27
2021-08-13 11:15:00,"B.o.B","STRANGE CLOUDS",1.02
2021-08-13 13:26:00,"B.o.B","MAGIC (FEAT. RIVERS CUOMO)",0.02
2021-08-13 13:26:00,"B.o.B","MAGIC (FEAT. RIVERS CUOMO)",3.27
2021-08-13 13:26:00,"B.o.B","SO GOOD",0.05
2021-08-13 13:26:00,"Tech N9ne","HOOD GO CRAZY",0.03
2021-08-13 13:26:00,"B.o.B","STRANGE CLOUDS",0.26
2021-08-13 13:26:00,"Rittz","IN MY ZONE",0.03
2021-08-13 13:33:00,"B.o.B","SO GOOD",0.62
2021-08-13 13:33:00,"B.o.B","NOTHIN' ON YOU (FEAT. BRUNO MARS)",6.54
2021-08-13 13:36:00,"B.o.B","OUT OF MY MIND (FEAT. NICKI MINAJ)",3.05
2021-08-13 13:40:00,"French Montana","OUT OF YOUR MIND (FEAT. CHRIS BROWN)",3.24
2021-08-13 13:40:00,"Tory Lanez","FOREVER",0.41
2021-08-13 13:40:00,"French Montana","NO STYLIST (FEAT. DRAKE)",0.32
2021-08-13 13:42:00,"Major Lazer","COLD WATER",1.32
2021-08-13 13:46:00,"Justin Timberlake","CAN'T STOP THE FEELING! (FROM DREAMWORKS ANIMATION'S ""TROLLS"")",3.93
2021-08-13 13:46:00,"Sia","CHEAP THRILLS",0.06
2021-08-13 13:49:00,"Fifth Harmony","WORK FROM HOME (FEAT. TY DOLLA $IGN)",3.57
2021-08-13 13:53:00,"David Guetta","THIS ONE'S FOR YOU (FEAT. ZARA LARSSON) (OFFICIAL SONG UEFA EURO 2016)",3.45
2021-08-13 13:53:00,"Ariana Grande","INTO YOU",0.09
2021-08-13 13:58:00,"Rihanna","WHAT'S MY NAME?",4.39
2021-08-13 13:59:00,"Rihanna","ONLY GIRL (IN THE WORLD)",0.09
2021-08-13 13:59:00,"Rihanna","S&M",1.23
2021-08-13 14:04:00,"Rihanna","SOS",0.09
2021-08-13 14:04:00,"Rihanna","DON'T STOP THE MUSIC",4.45
2021-08-13 14:06:00,"Christina Aguilera","GENIE IN A BOTTLE",1.94
2021-08-13 14:08:00,"Britney Spears","TOXIC",0.51
2021-08-13 14:08:00,"Britney Spears","GIMME MORE",1.55
2021-08-13 14:09:00,"Justin Timberlake","SEXYBACK (FEAT. TIMBALAND)",0.88
2021-08-13 14:10:00,"Britney Spears","OOPS!...I DID IT AGAIN",1.22
2021-08-13 14:11:00,"Justin Timberlake","CRY ME A RIVER",0.31
2021-08-13 14:12:00,"Beyoncé","SINGLE LADIES (PUT A RING ON IT)",1.89
2021-08-13 14:16:00,"Beyoncé","CRAZY IN LOVE (FEAT. JAY-Z)",3.93
2021-08-13 14:17:00,"Nelly Furtado","MANEATER",0.31
2021-08-13 14:20:00,"Usher","DJ GOT US FALLIN' IN LOVE (FEAT. PITBULL)",3.19
2021-08-13 14:20:00,"Katy Perry","I KISSED A GIRL",0.02
2021-08-13 14:20:00,"Katy Perry","CALIFORNIA GURLS",0.02
2021-08-13 14:20:00,"Katy Perry","LAST FRIDAY NIGHT (T.G.I.F.)",0.02
2021-08-13 14:21:00,"Kesha","TIK TOK",0.65
2021-08-13 14:22:00,"Lady Gaga","TELEPHONE",0.18
2021-08-13 14:22:00,"Lady Gaga","BAD ROMANCE",1.15
2021-08-13 14:24:00,"Lady Gaga","JUST DANCE",1.44
2021-08-13 14:24:00,"Lady Gaga","LOVEGAME",0.21
2021-08-13 14:25:00,"Lady Gaga","POKER FACE",1.1
2021-08-13 14:26:00,"The Pussycat Dolls","DON'T CHA",1.63
2021-08-13 14:27:00,"Gwen Stefani","RICH GIRL",0.07
2021-08-13 14:27:00,"Gwen Stefani","HOLLABACK GIRL",0.57
2021-08-13 14:28:00,"Gwen Stefani","WHAT YOU WAITING FOR?",0.44
2021-08-13 14:29:00,"Kelis","MILKSHAKE",1.1
2021-08-13 14:29:00,"Kylie Minogue","CAN'T GET YOU OUT OF MY HEAD",0.11
2021-08-13 14:30:00,"Kelly Clarkson","SINCE U BEEN GONE",0.82
2021-08-13 14:30:00,"Adele","ROLLING IN THE DEEP",0.15
2021-08-13 14:31:00,"David Guetta","BABY WHEN THE LIGHT (FEAT. COZI)",0.03
2021-08-13 14:31:00,"David Guetta","WHO'S THAT CHICK? (FEAT. RIHANNA)",0.04
2021-08-13 14:31:00,"Shakira","HIPS DON'T LIE (FEAT. WYCLEF JEAN)",0.02
2021-08-13 14:31:00,"Shakira","WHENEVER, WHEREVER",0.01
2021-08-13 14:31:00,"David Guetta","WHEN LOVE TAKES OVER (FEAT. KELLY ROWLAND)",0.72
2021-08-13 14:31:00,"Destiny's Child","SURVIVOR",0.68
2021-08-13 14:32:00,"Shakira","LOCA (FEAT. DIZZEE RASCAL)",0.99
2021-08-13 14:32:00,"Avril Lavigne","GIRLFRIEND",0.09
2021-08-13 14:33:00,"Gossip","HEAVY CROSS",0.6
2021-08-13 14:33:00,"Calvin Harris","OUTSIDE (FEAT. ELLIE GOULDING)",0.11
2021-08-13 14:33:00,"Elisa","NO HERO",0.18
2021-08-13 14:35:00,"Demi Lovato","COOL FOR THE SUMMER",1.99
2021-08-13 14:36:00,"Martin Solveig","INTOXICATED - RADIO EDIT",0.18
2021-08-13 14:36:00,"Ariana Grande","LOVE ME HARDER",0.12
2021-08-13 14:36:00,"Macklemore & Ryan Lewis","CAN'T HOLD US (FEAT. RAY DALTON)",0.05
2021-08-13 14:36:00,"Major Lazer","LEAN ON",0.34
2021-08-13 14:36:00,"S Club 7","DON'T STOP MOVIN'",0.35
2021-08-13 14:38:00,"Ariana Grande","ONE LAST TIME",1.96
2021-08-13 14:39:00,"Nicki Minaj","ANACONDA",0.24
2021-08-13 14:39:00,"Rihanna","MAN DOWN",0.47
2021-08-13 14:42:00,"Katy Perry","DARK HORSE",2.54
2021-08-13 14:43:00,"Ariana Grande","BREAK FREE",1.64
2021-08-13 14:44:00,"Britney Spears","STRONGER",0.27
2021-08-13 14:47:00,"Britney Spears","WORK BITCH",0.18
2021-08-13 14:47:00,"Sia","CHANDELIER",0.03
2021-08-13 14:47:00,"Ariana Grande","PROBLEM",3.11
2021-08-13 14:49:00,"Jamelia","SUPERSTAR",0.02
2021-08-13 14:49:00,"Beyoncé","RUN THE WORLD (GIRLS)",0.03
2021-08-13 14:49:00,"Sugababes","HOLE IN THE HEAD",0.03
2021-08-13 14:49:00,"Pitbull","FEEL THIS MOMENT (FEAT. CHRISTINA AGUILERA)",0.03
2021-08-13 14:49:00,"Sugababes","PUSH THE BUTTON",0.03
2021-08-13 14:49:00,"Kylie Minogue","TIMEBOMB",0.02
2021-08-13 14:49:00,"Jennifer Lopez","ON THE FLOOR - RADIO EDIT",2.39
2021-08-13 14:49:00,"The Pussycat Dolls","WHEN I GROW UP",0.03
2021-08-13 14:49:00,"Alexandra Stan","GET BACK (ASAP)",0.02
2021-08-13 14:50:00,"Britney Spears","WOMANIZER",0.07
2021-08-13 14:50:00,"Britney Spears","I'M A SLAVE 4 U",0.35
2021-08-13 14:50:00,"Britney Spears","I'M A SLAVE 4 U",0.02
2021-08-13 14:50:00,"will.i.am","SCREAM & SHOUT",0.03
2021-08-13 14:50:00,"Christina Aguilera","DIRRTY (FEAT. REDMAN)",0.02
2021-08-13 14:50:00,"Christina Aguilera","DIRRTY (FEAT. REDMAN)",0.07
2021-08-13 14:50:00,"Spice Girls","SPICE UP YOUR LIFE",0.02
2021-08-13 14:50:00,"Shakira","RABIOSA (FEAT. PITBULL)",0.02
2021-08-13 14:51:00,"Spice Girls","STOP",0.44
2021-08-13 15:29:00,"Jennifer Lopez","DANCE AGAIN",3.42
2021-08-14 06:16:00,"Eminem","LOCK IT UP (FEAT. ANDERSON .PAAK)",2.84
2021-08-14 06:20:00,"Eminem","KILLER (FEAT. JACK HARLOW & CORDAE) - REMIX",3.94
2021-08-14 06:20:00,"Kid Cudi","SHOW OUT (WITH SKEPTA & POP SMOKE)",0.59
2021-08-14 06:21:00,"Meek Mill","THAT'S MY N**** (WITH MEEK MILL, YG & SNOOP DOGG)",0.37
2021-08-14 06:21:00,"Logic","HOMICIDE (FEAT. EMINEM)",0.06
2021-08-14 06:21:00,"Pusha T","PUPPETS (SUCCESSION REMIX)",0.07
2021-08-14 06:22:00,"Eminem","GODZILLA (FEAT. JUICE WRLD)",0.89
2021-08-14 06:22:00,"Jack Harlow","WAY OUT (FEAT. BIG SEAN)",0.06
2021-08-14 06:25:00,"Mike WiLL Made-It","RUNNIN (WITH A$AP ROCKY, A$AP FERG & NICKI MINAJ)",0
2021-08-14 06:25:00,"Kid Cudi","SHE KNOWS THIS",3.18
2021-08-14 06:31:00,"Ace Hood","WE BALL",3.34
2021-08-14 06:34:00,"Eminem","HIGHER",2.48
2021-08-14 06:37:00,"Dreamville","STILL UP (WITH EARTHGANG FEAT. REASON)",1.17
2021-08-14 06:59:00,"A$AP Ferg","DENNIS RODMAN (FEAT. TYGA)",0.17
2021-08-14 08:29:00,"Kid Cudi","TEQUILA SHOTS",0.05
2021-08-14 08:33:00,"Machine Gun Kelly","EL DIABLO",0.02
2021-08-14 08:33:00,"Jack Harlow","THRU THE NIGHT (FEAT. BRYSON TILLER)",0.02
2021-08-14 08:33:00,"A$AP Rocky","BABUSHKA BOI",4.5
2021-08-14 08:33:00,"Eminem","KILLSHOT",0
2021-08-14 08:34:00,"Kid Cudi","THE ADVENTURES OF MOON MAN & SLIM SHADY (WITH EMINEM)",0
2021-08-14 08:34:00,"Mac Miller","KOOL AID & FROZEN PIZZA",0.02
2021-08-14 08:34:00,"Logic","44 MORE",0.05
2021-08-14 08:34:00,"Russ","BEST ON EARTH (FEAT. BIA) - BONUS",0.07
2021-08-14 08:34:00,"G-Eazy","MOANA",0.06
2021-08-14 08:34:00,"Eminem","GNAT",0.02
2021-08-14 08:35:00,"G-Eazy","ALL FACTS (FEAT. TY DOLLA $IGN)",0.03
2021-08-14 08:35:00,"Lil Wayne","I DON'T SLEEP (FT. TAKEOFF)",0.01
2021-08-14 08:35:00,"Eminem","BITCH PLEASE II",0.03
2021-08-14 08:35:00,"Ty Dolla $ign","SPICY (FEAT. POST MALONE)",0.02
2021-08-14 08:35:00,"Logic","BALLIN",1.46
2021-08-14 08:35:00,"Russ","NIGHTTIME (INTERLUDE)",0.01
2021-08-14 08:35:00,"2 Chainz","DEAD MAN WALKING (FEAT. FUTURE)",0.01
2021-08-14 08:35:00,"Tech N9ne","LIKE I AIN'T",0
2021-08-14 08:35:00,"Big Sean","WOLVES (FEAT. POST MALONE)",0.02
2021-08-14 08:35:00,"Eminem","THOSE KINDA NIGHTS (FEAT. ED SHEERAN)",0.01
2021-08-14 08:36:00,"Juicy J","1995",0.07
2021-08-14 08:37:00,"Juicy J","1995",0
2021-08-14 08:37:00,"Eminem","LUCKY YOU (FEAT. JOYNER LUCAS)",0.01
2021-08-14 08:37:00,"Joey Bada$$","THE LIGHT",0.38
2021-08-14 08:37:00,"Big Sean","WOLVES (FEAT. POST MALONE)",1.25
2021-08-14 09:00:00,"Kendrick Lamar","LOVE. FEAT. ZACARI.",2.08
2021-08-14 13:20:00,"Kendrick Lamar","LOVE. FEAT. ZACARI.",3.56
2021-08-14 13:47:00,"Kendrick Lamar","LOVE. FEAT. ZACARI.",2.04
2021-08-14 13:51:00,"The Weeknd","HEARTLESS",3.3
2021-08-14 14:12:00,"Drake","LAUGH NOW CRY LATER (FEAT. LIL DURK)",4.31
2021-08-14 14:14:00,"DJ Khaled","GREECE (FEAT. DRAKE)",1.63
2021-08-14 14:17:00,"Lil Peep","FALLING DOWN - BONUS TRACK",3.27
2021-08-14 14:20:00,"The Weeknd","REMINDER",2.45
2021-08-14 14:20:00,"The Weeknd","SNOWCHILD",0.06
2021-08-14 14:20:00,"Chris Brown","HIGH END (FEAT. FUTURE & YOUNG THUG)",0.04
2021-08-14 14:23:00,"Lil Tjay","CALLING MY PHONE",3.42
2021-08-14 14:26:00,"Kendrick Lamar","LOVE. FEAT. ZACARI.",2.66
2021-08-14 14:26:00,"The Weeknd","AFTER HOURS",0.02
2021-08-14 14:26:00,"DaBaby","ROCKSTAR (FEAT. RODDY RICCH)",0.02
2021-08-14 14:26:00,"Post Malone","WHITE IVERSON",0.04
2021-08-14 14:26:00,"Chris Brown","HOPE YOU DO",0.01
2021-08-14 14:28:00,"Kid Cudi","TEQUILA SHOTS",0.09
2021-08-14 14:28:00,"Pop Smoke","MOOD SWINGS (FEAT. LIL TJAY)",0.05
2021-08-14 14:28:00,"Travis Scott","YOSEMITE",1.78
2021-08-14 14:30:00,"2 Chainz","IT'S A VIBE",1.57
2021-08-14 14:31:00,"Travis Scott","ANTIDOTE",1
2021-08-14 14:32:00,"Bad Bunny","DÁKITI",1.61
2021-08-14 14:36:00,"Kendrick Lamar","HIIIPOWER",3.48
2021-08-14 14:36:00,"The Weeknd","WASTED TIMES",0.16
2021-08-14 14:38:00,"Jon Bellion","ALL TIME LOW",1.63
2021-08-14 14:41:00,"The Weeknd","IN YOUR EYES",2.92
2021-08-14 14:51:00,"Kid Cudi","SHE KNOWS THIS",2.55
2021-08-14 21:01:00,"Jon Bellion","ALL TIME LOW",0.03
2021-08-14 21:01:00,"Khalid","STAY",0.05
2021-08-14 21:01:00,"Drake","LAUGH NOW CRY LATER (FEAT. LIL DURK)",0.11
2021-08-14 21:01:00,"Kendrick Lamar","BITCH, DON’T KILL MY VIBE - REMIX",0.02
2021-08-14 21:01:00,"Kendrick Lamar","BITCH, DON’T KILL MY VIBE - REMIX",0.06
2021-08-14 21:01:00,"The Weeknd","SNOWCHILD",0.11
2021-08-14 21:01:00,"The Weeknd","SNOWCHILD",0.01
2021-08-14 21:01:00,"The Weeknd","I FEEL IT COMING",0.05
2021-08-14 21:01:00,"The Weeknd","I FEEL IT COMING",0.02
2021-08-14 21:01:00,"Travis Scott","YOSEMITE",0.18
2021-08-14 21:01:00,"Chris Brown","HOPE YOU DO",0.16
2021-08-14 21:02:00,"Kid Cudi","TEQUILA SHOTS",0.1
2021-08-14 21:02:00,"Lil Peep","FALLING DOWN - BONUS TRACK",0.17
2021-08-14 21:02:00,"The Weeknd","IN YOUR EYES",0.3
2021-08-14 21:02:00,"The Weeknd","REMINDER",0.03
2021-08-14 21:02:00,"Kid Cudi","PURSUIT OF HAPPINESS (NIGHTMARE)",0.03
2021-08-14 21:02:00,"Kendrick Lamar","HIIIPOWER",0.02
2021-08-14 21:02:00,"DJ Khaled","GREECE (FEAT. DRAKE)",0.13
2021-08-14 21:02:00,"The Weeknd","WASTED TIMES",0.11
2021-08-14 21:02:00,"The Weeknd","HEARTLESS",0.11
2021-08-14 21:02:00,"Bad Bunny","DÁKITI",0.03
2021-08-14 21:03:00,"The Weeknd","STARBOY",0.09
2021-08-14 21:03:00,"Kendrick Lamar","MONEY TREES",0.03
2021-08-14 21:03:00,"Kid Cudi","SHE KNOWS THIS",0.03
2021-08-14 21:03:00,"Kendrick Lamar","LOVE. FEAT. ZACARI.",0
2021-08-14 21:03:00,"Lil Tjay","CALLING MY PHONE",0.25
2021-08-14 21:03:00,"2 Chainz","IT'S A VIBE",0.12
2021-08-14 21:03:00,"Pop Smoke","MOOD SWINGS (FEAT. LIL TJAY)",0.12
2021-08-14 21:03:00,"DaBaby","ROCKSTAR (FEAT. RODDY RICCH)",0.03
2021-08-14 21:03:00,"Post Malone","WHITE IVERSON",0.12
2021-08-14 21:03:00,"Chris Brown","HIGH END (FEAT. FUTURE & YOUNG THUG)",0.15
2021-08-14 21:04:00,"Travis Scott","ANTIDOTE",0.05
2021-08-14 21:04:00,"Drake","PASSIONFRUIT",0.07
2021-08-14 21:04:00,"Drake","CHICAGO FREESTYLE (FEAT. GIVEON)",0.64
2021-08-14 21:05:00,"Travis Scott","BUTTERFLY EFFECT",0.26
2021-08-14 21:05:00,"Drake","DO NOT DISTURB",0.72
2021-08-14 21:05:00,"Kanye West","FATHER STRETCH MY HANDS PT. 1",0.11
2021-08-14 21:07:00,"Kanye West","WAVES",1.11
2021-08-14 21:08:00,"Travis Scott","FRANCHISE (FEAT. FUTURE, YOUNG THUG & M.I.A.) - REMIX",0.23
2021-08-14 21:08:00,"Drake","WANTS AND NEEDS (FEAT. LIL BABY)",1.49
2021-08-14 21:09:00,"NF","LET YOU DOWN",0.58
2021-08-14 21:09:00,"NF","LET YOU DOWN",0.22
2021-08-14 21:09:00,"Pop Smoke","DIOR",0.11
2021-08-14 21:10:00,"Eminem","GUNS BLAZING (FEAT. DR. DRE & SLY PYPER)",0.76
2021-08-14 21:11:00,"Mac Miller","BDE BONUS",0.64
2021-08-14 21:11:00,"Mac Miller","KEEP FLOATIN'",0.51
2021-08-14 21:11:00,"Mac Miller","STAY",0.04
2021-08-14 21:12:00,"Joey Bada$$","DEVASTATED",0.19
2021-08-14 21:12:00,"Mac Miller","HURT FEELINGS",0.3
2021-08-14 21:13:00,"ScHoolboy Q","X (WITH 2 CHAINZ & SAUDI)",0.78
2021-08-14 21:14:00,"Wale","ON CHILL (FEAT. JEREMIH)",0.91
2021-08-14 21:18:00,"Delinquent Habits","RETURN OF THE TRES",4.24
2021-08-14 21:22:00,"Delinquent Habits","HERE COME THE HORNS",4.11
2021-08-14 21:25:00,"Loyle Carner","OTTOLENGHI",3.29
2021-08-14 21:28:00,"Loyle Carner","DAMSELFLY",2.88
2021-08-14 21:33:00,"Jaden","SUMMERTIME IN PARIS",4.52
2021-08-14 21:36:00,"Beast Coast","COAST/CLEAR (FEAT. KIRK KNIGHT, NYCK CAUTION & ISSA GOLD)",3.8
2021-08-14 21:39:00,"ScHoolboy Q","CRASH",2.69
2021-08-14 21:42:00,"Bas","FRIED RICE (WITH JID)",2.93
2021-08-14 21:46:00,"ScHoolboy Q","5200",3.53
2021-08-14 21:49:00,"Isaiah Rashad","4R DA SQUAW",3.88
2021-08-14 21:56:00,"Logic","YSIV",6.15
2021-08-14 22:00:00,"Bas","TRIBE (WITH J. COLE)",3.97
2021-08-14 22:03:00,"Bas","PURGE",3.11
2021-08-14 22:06:00,"Loyle Carner","THE ISLE OF ARRAN",3.57
2021-08-14 22:10:00,"Meek Mill","YOUNG BLACK AMERICA (FEAT. THE-DREAM)",4.02
2021-08-14 22:13:00,"88GLAM","DROP TOP",3
2021-08-14 22:17:00,"Future","LIFE IS GOOD (FEAT. DRAKE)",3.96
2021-08-14 22:23:00,"Jon Bellion","LET'S BEGIN (FEAT. ROC MARCIANO, RZA, B.KEYZ & TRAVIS MENDES)",5.68
2021-08-14 22:26:00,"Roddy Ricch","THE BOX",3.28
2021-08-14 22:29:00,"Isaiah Rashad","FREE LUNCH",3.2
2021-08-14 22:32:00,"A$AP Mob","BACHELOR (FEAT. A$AP ROCKY, LIL YACHTY, MADEINTYO & OFFSET)",2.93
2021-08-14 22:37:00,"JAY-Z","NO CHURCH IN THE WILD",4.54
2021-08-14 22:43:00,"The Game","100 (FEAT. DRAKE)",5.57
2021-08-14 22:45:00,"JACKBOYS","OUT WEST (FEAT. YOUNG THUG)",2.63
2021-08-14 22:49:00,"The Weeknd","HEARTLESS",3.3
2021-08-14 22:51:00,"88GLAM","BIG SHIP",2.34
2021-08-14 22:54:00,"88GLAM","RACKS (FEAT. GUNNA)",3.48
2021-08-14 23:00:00,"Nas & Damian ""Jr. Gong"" Marley","PATIENCE",5.75
2021-08-14 23:03:00,"Young Thug","THE LONDON (FEAT. J. COLE & TRAVIS SCOTT)",3.34
2021-08-14 23:07:00,"Drake","4PM IN CALABASAS",4
2021-08-14 23:11:00,"Dreamville","SLEEP DEPRIVED (WITH LUTE & OMEN FEAT. MEZ & DAVIONNE)",3.97
2021-08-14 23:16:00,"Drake","DREAMS MONEY CAN BUY",4.23
2021-08-14 23:19:00,"Dreamville","1993 (WITH J. COLE, JID, COZZ & EARTHGANG FEAT. SMINO & BUDDY)",3.51
2021-08-14 23:24:00,"EARTHGANG","MEDITATE (FEAT. J.I.D.)",4.63
2021-08-14 23:28:00,"The Weeknd","THE HILLS",4.04
2021-08-14 23:32:00,"The Weeknd","CALL OUT MY NAME",3.81
2021-08-14 23:36:00,"Offset","RED ROOM",4.02
2021-08-14 23:39:00,"Drake","GOD'S PLAN",3.32
2021-08-14 23:42:00,"PARTYNEXTDOOR","LOYAL (FEAT. DRAKE)",3.3
2021-08-14 23:47:00,"Drake","PASSIONFRUIT",4.98
2021-08-14 23:51:00,"Drake","IN MY FEELINGS",3.63
2021-08-14 23:55:00,"Mac Miller","BLUE WORLD",3.49
2021-08-14 23:58:00,"EARTHGANG","READY TO DIE",3.3
2021-08-15 00:00:00,"Dreamville","OUTTA POCKET (WITH BAS & COZZ FEAT. GIRL TALK)",2.62
2021-08-15 00:06:00,"Miguel","COME THROUGH AND CHILL (FEAT. J. COLE & SALAAM REMI)",5.37
2021-08-15 00:09:00,"JAY-Z","OTIS",2.97
2021-08-15 00:12:00,"Travis Scott","HIGHEST IN THE ROOM",2.93
2021-08-15 00:14:00,"A$AP Rocky","SUNDRESS",2.64
2021-08-15 00:18:00,"Skepta","ENERGY (STAY FAR AWAY)",3.33
2021-08-15 00:24:00,"Brent Faiyaz","FIRST WORLD PROBLEMZ / NOBODY CAREZ",5.84
2021-08-15 00:28:00,"Cozz","ZENDAYA (FEAT. J. COLE)",4.3
2021-08-15 00:31:00,"Joey Bada$$","SURVIVAL TACTICS",3.38
2021-08-15 00:35:00,"Dreamville","UNDER THE SUN (WITH J. COLE & LUTE FEAT. DABABY)",3.37
2021-08-15 00:38:00,"Kota the Friend","VOLVO",3.01
2021-08-15 00:42:00,"Frank Ocean","BIKING",4.63
2021-08-15 00:46:00,"GoldLink","GOT FRIENDS",3.78
2021-08-15 00:50:00,"Anderson .Paak","BUBBLIN",3.48
2021-08-15 00:53:00,"Octavian","LIT (FEAT. A$AP FERG)",3.1
2021-08-15 00:57:00,"Offset","HOW DID I GET HERE (FEAT. J. COLE)",4.61
2021-08-15 01:01:00,"Beast Coast","ONE MORE ROUND (FEAT. MEECHY DARKO, ERICK THE ARCHITECT & NYCK CAUTION)",3.84
2021-08-15 01:05:00,"Drake","TOOSIE SLIDE",4.12
2021-08-15 01:10:00,"Statik Selektah","COCOA BUTTER",4.3
2021-08-15 01:13:00,"KIDS SEE GHOSTS","CUDI MONTAGE",3.28
2021-08-15 01:18:00,"Frank Ocean","NIGHTS",5.12
2021-08-15 01:19:00,"Cookiee Kawaii","VIBE (IF I BACK IT UP)",1.4
2021-08-15 04:04:00,"Kota the Friend","COLORADO",1.58
2021-08-15 10:54:00,"Kevin","GORDELWEG",0.03
2021-08-15 10:54:00,"Frayne Vibez","O",0.02
2021-08-15 10:54:00,"21 Savage","BALL W/O YOU",0
2021-08-15 10:54:00,"Kendrick Lamar","MONEY TREES",0.18
2021-08-15 10:54:00,"Kid Cudi","SHE KNOWS THIS",0.03
2021-08-15 10:54:00,"Kevin","TIJDLOOS",0.02
2021-08-15 10:54:00,"THE SCOTTS","THE SCOTTS",0.01
2021-08-15 10:54:00,"Drake","PASSIONFRUIT",0.02
2021-08-15 10:54:00,"Future","SOLITAIRES (FEAT. TRAVIS SCOTT)",0
2021-08-15 10:54:00,"Future","NEVER STOP",0.04
2021-08-15 10:54:00,"Juice WRLD","BANDIT (WITH YOUNGBOY NEVER BROKE AGAIN)",0.01
2021-08-15 10:57:00,"DJ Snake","RUN IT (FEAT. RICK ROSS & RICH BRIAN)",2.72
2021-08-15 11:00:00,"DJ Snake","LOCO CONTIGO (FEAT. J. BALVIN & TYGA)",3.09
2021-08-15 11:01:00,"DVBBS","WEST COAST (FEAT. QUINN XCII)",0.94
2021-08-15 11:12:00,"Diplo","HEARTLESS (FEAT. MORGAN WALLEN)",0.52
2021-08-15 12:22:00,"Pamela Jain","MERE NASEEB MEIN",0.2
2021-08-15 12:22:00,"Lil Mama","SHAWTY GET LOOSE (FEAT. CHRIS BROWN & T-PAIN)",2.69
2021-08-15 12:23:00,"Meek Mill","R.I.C.O. (FEAT. DRAKE)",1.04
2021-08-15 12:25:00,"Dhee","ENJOY ENJAAMI",0.03
2021-08-15 12:25:00,"Kizz Daniel","NESESARI",1.42
2021-08-15 12:25:00,"Masego","MYSTERY LADY (FEAT. DON TOLIVER)",0.47
2021-08-15 12:26:00,"Lil Wayne","A MILLI",1.01
2021-08-15 12:26:00,"Drake","PASSIONFRUIT",0.03
2021-08-15 12:27:00,"Kanye West","WAVES",1.36
2021-08-15 12:31:00,"Major Lazer","RUN UP",3.39
2021-08-15 12:31:00,"NF","LET YOU DOWN",0.19
2021-08-15 12:32:00,"The Weeknd","STARBOY",0.1
2021-08-15 12:32:00,"The Weeknd","REMINDER",0.29
2021-08-15 12:32:00,"Travis Scott","ANTIDOTE",0.03
2021-08-15 12:32:00,"Kendrick Lamar","HIIIPOWER",0.75
2021-08-15 12:32:00,"The Weeknd","I FEEL IT COMING",0.05
2021-08-15 12:33:00,"Kid Cudi","PURSUIT OF HAPPINESS (NIGHTMARE)",0.64
2021-08-15 12:33:00,"Sean Paul","TEMPERATURE",0.35
2021-08-15 12:33:00,"Metallica","NOTHING ELSE MATTERS",0.09
2021-08-15 12:34:00,"Take That","THE FLOOD",0.65
2021-08-15 12:35:00,"DJ Katch","MAKE A MOVE (FEAT. KONSHENS & BAMMBI)",0.43
2021-08-15 12:36:00,"Pitbull","TIME OF OUR LIVES",1.78
2021-08-15 12:37:00,"Loud Luxury","LIKE GOLD",0.64
2021-08-15 12:41:00,"Nelly Furtado","SAY IT RIGHT",0.68
2021-08-15 12:41:00,"Taio Cruz","DYNAMITE",3.38
2021-08-15 12:43:00,"Alexandra Stan","MR. SAXOBEAT - RADIO EDIT",1.44
2021-08-15 12:43:00,"Taio Cruz","DYNAMITE",0.11
2021-08-15 12:43:00,"Liquido","NARCOTIC - RADIO EDIT",0.29
2021-08-15 12:44:00,"Tony Brown","I WALK ALONE",0.42
2021-08-15 12:44:00,"Sean Paul","TEMPERATURE",0.04
2021-08-15 12:46:00,"Usher","DJ GOT US FALLIN' IN LOVE (FEAT. PITBULL)",1.92
2021-08-15 12:49:00,"Avicii","WAKE ME UP",0.01
2021-08-15 12:49:00,"Black Eyed Peas","I GOTTA FEELING",2.38
2021-08-15 12:49:00,"Avicii","THE NIGHTS",0.11
2021-08-15 12:50:00,"Flo Rida","I CRY",0.61
2021-08-15 12:52:00,"Cheat Codes","SEX",2.66
2021-08-15 12:55:00,"Macklemore & Ryan Lewis","CAN'T HOLD US (FEAT. RAY DALTON)",2.99
2021-08-15 12:58:00,"Calvin Harris","I NEED YOUR LOVE (FEAT. ELLIE GOULDING)",0.14
2021-08-15 12:58:00,"Flo Rida","GOOD FEELING",2.5
2021-08-15 13:02:00,"Usher","DJ GOT US FALLIN' IN LOVE (FEAT. PITBULL)",0.08
2021-08-15 13:02:00,"Flo Rida","WILD ONES (FEAT. SIA)",3.31
2021-08-15 13:07:00,"Flo Rida","WHISTLE",3.75
2021-08-15 13:10:00,"Rihanna","WE FOUND LOVE",2.77
2021-08-15 13:18:00,"Look Good Move Well","BODY DYSMORPHIA AND AESTHETIC GOALS",1.03
2021-08-15 13:18:00,"Look Good Move Well","S1E7: HEAL THE INSIDE SO THE OUTSIDE CAN CHANGE",0.03
2021-08-15 13:21:00,"Look Good Move Well","BODY DYSMORPHIA AND AESTHETIC GOALS",2.57
2021-08-15 17:45:00,"Gary Clark","SETTING SAIL 2021",0.06
2021-08-15 17:46:00,"Gary Lightbody","THE WAY",0.17
